Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
TANGIER WORLD COMPANY (TAWOE)," toutes operations commerciales, industrielle, financieres, mobilieres et immobilieres", 2 Av De Rabat,Tanger-Assilah,35.458319 : -6.033992, 357,Tribunal de Tanger,,Societe Anonyme, 275 000 
NATESSE (NATESSE)," distillateur parfumeur, marchand exportateur", Rue Sidi Abdallah Ou Lhaj N22 Bis,Agadir-Ida Ou Tanane,30.41539 : -9.59197, 2923,Tribunal de Agadir,,Societe en Nom Collectif, 100 000 
SOCTRAF," entrepreneur de travaux divers ou construction, marchand de meubles (vente du materiel et fourniture de bureau), negociant", N 2 La Commune Rurale Tlet Beni Zrental Cercle De Bejaad,Khouribga,N/A, 125,Tribunal de Oued Zem,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
INDUSTRIELLE DE FABRICAITON D'ARTICLES MENAGERS (STE) (SINFAM), tenant un bazar d'articles de menages, 50 Avenue Hassan Ii,Rabat,34.016353 : -6.845724, 26053,Tribunal de Rabat,,Societe Anonyme, 10 000 
PAPETERIES ET IMPRIMERIES LEON FOUQUE (STE DES), papeteries et imprimeries, Rue Du Marechal Bugeaud,Oujda-Angad,34.686527 : -1.909366, 72,Tribunal de Oujda,,Societe Anonyme, 1 500 000 
INTERNATIONAL RESEARCH FUND (STE)," etude, recherche, obtention, achat de brevets, achat, vente de tous terrains", 123 Bd De Lorraine,Casablanca,33.588255 : -7.611935, 26325,Tribunal de Casablanca,,Societe Anonyme, 500 000 
AITIRHIL HALIB, distribution alimentaire, 37 Rue Ait Ourir,Casablanca,33.598 : -7.63434, 149309,Tribunal de Casablanca,,Societe en Nom Collectif, 10 000 
MAROC (STE IRRIGATION ARROSAGE), entrepreneur de travaux divers (irrigation arrosage gestion d'exploitations agricoles, Avenue Mohaed V N279,Rabat,34.017563 : -6.835506, 41857,Tribunal de Rabat,,Societe Anonyme, 100 000 
AFROTEX (STE), import export, 11 Avenue De Fes,Rabat,34.015189 : -6.824476, 12051,Tribunal de Rabat,,Societe Anonyme, 500 000 
NOURIMANE (STE)," foreur de puits, marchand importateur du materiel agricole", Rue Idriss Al Akbar N25,Kenitra,34.2554 : -6.58468, 26445,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 20 000 
MAROCAINE (STE URBAINE), operaations immobilieres, 126 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 1555,Tribunal de Casablanca,,Societe Anonyme, 19 870 
INSTITUT ASSAFOUA," revente de tabacs, de journaux, periodiques et confiseries"," Complexe Du Village Des Arts Marocains, Oulja",Sale,34.035536 : -6.787383, 4031,Tribunal de Sale, 002167137000029,Societe a Responsabilite Limitee, 100 000 
DIFFUSION DES PRODUITS DE MER (STE DE) (SODIPMER), vente de poissons en gros, Rue Youssef El Fassi N7,Essaouira,31.51151 : -9.770678, 41,Tribunal de Essaouira,,Societe a Responsabilite Limitee, 40 000 
INSTALLATION ET SERVICE ENTRETIEN D'ANTENNES COLLECTIVES POUR VIDEO ET SONORISATIONS (ANTCOL), installation et entretien pour antenne, 4 Rue Venezwela,Tanger-Assilah,35.768486 : -5.809275, 5047,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
STE BALAH," exploitation de cafe snack, tous types de restauration", Ndeg1 Rue Ibn Katir Residence Ibn Katir,Tanger-Assilah,35.776035 : -5.800704, 13881,Tribunal de Tanger, 001679583000020,Societe a Responsabilite Limitee, 100 000 
HOPAR (STE) (HOPAR), toutes operations commerciales industrielles financieres mobilieres ou immobilieres, Route De Rabat Rp 1 Ain Sebaa,Casablanca,33.609434 : -7.519515, 33665,Tribunal de Casablanca, 000040150000022,Societe Anonyme, 2 000 000 
AFRICAINE DE COMMERCE EXTERIEUR (CIE) (CACEX)," achat, vente, toutes operations industrielles, immobilieres, mobilieres et financieres", 31 Rue Du Marche Maarif,Casablanca,33.58437 : -7.63325, 5915,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 500 
CONSTRUNORD (CONSTRUNORD), construction batiment genie civil, Immeuble Oubassa 6e Etage Place Des Nations,Meknes,33.894082 : -5.544582, 6369B,Tribunal de Tanger,,Societe Anonyme, 100 000 
KAROLA, marchand de nouveaute, Quartier Founty Villa Gross N31,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2941,Tribunal de Agadir,,Societe Anonyme, 500 000 
MAGHREB ENERGY SYSTEM (MAES), tenant un bureau d'etudes, Rue Michel De L'hospital Roches Noires N88,Casablanca,33.59886 : -7.58389, 72377,Tribunal de Casablanca, 001428463000057,Societe a Responsabilite Limitee, 10 000 
GENERAL D'ETUDES ET DE PARTICIPATIONS (STE OMNIUM)," achat, exploitation, gestion, vente de tous fc, industrie ou agricoles de tous brevets, licenses, brevets de marques, fabrique d'immeubles....", 8 Rue De Vesoul,Casablanca,33.59158 : -7.67152, 8955,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CASA PLUS SA CONFECTION INTERNATIONALE," confection, bonneterie, maroquinerie etc...", Bd Chechaouni Lot Zakia N19 Ain Sebaa,Ain-Sebaa (AR),33.60722 : -7.53758, 55899,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 500 000 
SMIOR (SMIOR), materiels industriels, 120 Rue Du Sahara Angle Rue De Tlemcen,Oujda-Angad,34.685746 : -1.909337, 13917,Tribunal de Oujda,,Societe a Responsabilite Limitee, 120 000 
ZOMORODA NEGOCE," marchand des materiaux de construction, le transport de marchandises", Douar Aakil Loudaya,Loudaya,31.634483 : -8.250418, 27219,Tribunal de Marrakech, 001752500000070,Societe a Responsabilite Limitee, 100 000 
ENTREPRISE DE BATIMENT SOUSSYA (BATI SOUS), entrepreneur de batiment, 500 Avenue 2 Mars Hay Haddaouia,Casablanca,33.58694440000001 : -7.6111111000000164, 50861,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 600 000 
SUD (STE D'ETUDES MINIERES DU), l'etude la rcherche la reconnaissance et l'exploitation de tous gisements minieres et notamment de gites de substances minerales etc, 27 Avenue Urbain Blanc,Rabat,34.015049 : -6.832719999999995, 13772,Tribunal de Rabat,,Societe Anonyme, 50 000 000 
NORD AFRICAINE DE CONFECTION GENERALE ET DE TEXTILE (STE) (NOMARC)," confection, la filature, le tissage, la finition", Lalla Chafia Rue 6 N8,Tanger-Assilah,35.464185 : -6.038092, 5551,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 000 
GENERALE DU BETON, entrepreneur de travaux divers, Angle Des Rues 183-184 Quartier Industriel,Kenitra,34.257394 : -6.590154, 24619,Tribunal de Kenitra,,Societe Anonyme, 10 000 
BEL FETAH BAT," tous travaux divers de construction et electricite industrielle tous travaux d'entretien des installation electrique, electronique et telecommunication, charpente metallique, prefabrication et montage, usinage des pieces mecaniques, carrosserie peintures, eclairage public, energies renouvelables; la construction de tout batiment (gros oeuvres, revetements, etancheite, carrelage, plomberie, electricite, peinture, vitrerie, menuiserie etc.) usines, routes, pistes, canaux, barrages, ouvrages d'arts etc. tous travaux de terrassement, pavage, goudronnage etc. entreprise de travaux publics ou prives, batiment, genie civil et divers; entreprise de tous chantiers, de tous travaux de lotissement, l'assainissement et l'electrification ainsi que les travaux de gros oeuvres; et plus generalement, toutes operations commerciales, industrielles, financieres, mobiliere ou immobiliere, pouvant se rattacher directement ou indirectement aux objets ci-dessus et susceptibles d'en faciliter la realisation e", 1 Succession Ndeg 1434 Qu Oumnia A Cote De La Mosquee Mouhssinine,Safi (M),32.309897 : -9.232274, 2829,Tribunal de Safi, 001727118000079,Societe a Responsabilite Limitee a Associe Unique, 750 000 
TRAVAUX IMMOBILIERS DE CONSTRUCTIONS (TRA IM CO), entrepreneur de travaux divers, 16 Rue Birmania,Rabat,34.02386 : -6.8417, 24877,Tribunal de Rabat,,Societe Anonyme, 10 000 
MANS (MUTUELLE DU), assurances incendie, Aguedal Place De L'eglise,Rabat,33.999333 : -6.844248, 9332,Tribunal de Rabat,,Societe Anonyme, 100 000 
HAMID BAYDAOUI (PNEUMATIQUE), mecanique generale, 14 Rue Ibn Toumart,Berkane,34.92177 : -2.33589, 131,Tribunal de Berkane,,Societe en Nom Collectif, 100 000 
FARAH EL GHARB, entrepreneur de batiments, Rue El Jahid N6,Kenitra,34.282438 : -6.555709, 24785,Tribunal de Kenitra,,Societe Anonyme, 10 000 
FORNAS MAROC, exploitant un ets pour la teinture et le degraissage des etoffes, Place De L'independance 1 Ain Sebaa Quartier Industriel,Casablanca,33.601564 : -7.545368, 67405,Tribunal de Casablanca,,Societe Anonyme, 100 000 
HOLD CONSTRUCTION, entreprise des travaux divers ou de construction, Bd Sebta Complexe Mont Joli Imm 15 Appt 2,Mohammedia,33.69351 : -7.37712, 4971,Tribunal de Mohammedia,,Societe a Responsabilite Limitee a Associe Unique, 10 000 
REGADA (LA STE), marchand effectuant importation-exportation, Cite Ibn Sina Ap 12 Immeuble 7,Rabat,34.015049 : -6.832719999999995, 28063,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
EVERYTEX, fabricaation commercialisation et exportation de tout article d'habillement, 38 Bd Mohamed El Hansali,Casablanca,33.598034 : -7.616839, 57429,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
IVELINES," la promotion immobiliere, la construction l'achat la vente et la revente d'immeubles le lotissement", Avenue Mohammed V Immeuble N84 3eme Etaghe N8a,Tanger-Medina (AR),35.775567 : -5.80062, 26683,Tribunal de Tanger, 000067472000013,Societe a Responsabilite Limitee, 100 000 
MORROCAN GOLF FOR TRADING (MOGOTRA), marchand effectuant import-export, Bd Bourdeaux N154,Casablanca,33.59968 : -7.63485, 73973,Tribunal de Casablanca,,Societe Anonyme, 100 000 
CURSUS INTERNATIONAL, consulting et intermediation financiere, 19 Rue Tabit Ibn Korra Maarif,Casablanca,33.571983 : -7.619207, 155799,Tribunal de Casablanca, 000092753000015,Societe a Responsabilite Limitee, 100 000 
SUISSE ET FRANCAISE AU MAROC (STE FINANCIERE)," achat, vente, echange de toutes valeurs mobilieres, de toutes parts d'interets toutes operations de bourse et d'enbitrage", 79 Av General Mainier,Casablanca,33.533333 : -7.583333, 15403,Tribunal de Casablanca,,Societe Anonyme, 100 000 000 
BOYAUX FATH, traitement de saucisses, Les Abattoirs Municipaux De Meknes Route De Fes,Meknes,33.894082 : -5.544582, 18211,Tribunal de Meknes,,Societe Anonyme, 10 000 
VIDAL - MAROC, fabrication et commercialisation des articles d'artisanat, Hay El Ouarda Rue 5 N14 Dchar Ben Duban,Tanger-Assilah,35.750848659 : -5.818509999, 7643,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
BOUKARPHONE (STE), concessionnaire de services telephoniques, 5-13 Hay El Khattabi Angle Rue 3et 4,Nador,35.1666667 : -2.9333332999999584, 3707,Tribunal de Nador, 000099947000068,Societe a Responsabilite Limitee, 100 000 
CASA TAMBOUR," marchand d'accessoires, marchand pieces detachees (accessoire de freinage)", Rue Amr Bnou Al Ass N80,Casablanca,33.58694440000001 : -7.6111111000000164, 82455,Tribunal de Casablanca, 001428454000009,Societe Anonyme, 100 000 
MAROCAINE DES TRANSPORTS (STE TAZI) (TAMATRA), entrepreneur de travaux divers, Residence Kays C/o Smirri Btp Agdal,Rabat,33.999333 : -6.844248, 28737,Tribunal de Rabat,,Societe Anonyme, 1 000 000 
TENSIFT (STE IMMOBILIERE DU), acquisition d'immeubles batis ou non construction exploitation de ces immeubles, 239 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 9531,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
DILEM (DILEM), la realisation de tous travaux d'imprimerie en typographie lithographie offset et en continuation la fabrication de tous mobilier materiels equipement, 151 Rue Mimoza Beausejour,Casablanca,33.5697 : -7.64627, 57643,Tribunal de Casablanca, 001514721000061,Societe a Responsabilite Limitee, 500 000 
CENTRE RENOVATION VEHICULES (CRV), importation exportation commerce maintenance installation reparation de tout materiel et equipement, 38 Av Mazraa Imm Soumaya Mag 27 Tabriquet,Sale,34.040179 : -6.810326, 5829,Tribunal de Sale,,Societe en Nom Collectif, 90 000 
OTOLOC TURISMO," achat, vente, cyclomoteurs et automobiles neuf et d'occasion, location voitures sans chauffeur", 133 Rue Allal Ben Abdellah,Casablanca,33.59533 : -7.61253, 29601,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CALO (CALO), fabrication et vente de tous articles de cycles, 6 Rue Des Nuits,Casablanca,33.58694440000001 : -7.6111111000000164, 22053,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 8 000 
A.M MAURO (STE MAROCAINE D'EXPLOITATION DES ETABLISSEMENTS), ravitaillement de navires en alimentation et de marchandises generalement quelconques..., 6 Rue Allal Ben Abdellah,Casablanca,33.596015 : -7.615715, 32229,Tribunal de Casablanca,,Societe Anonyme, 10 000 
BONICEL ET FEMINIER (ETS), accessoires et pieces detachees pour automobiles, 24 Rue Guynemer,Casablanca,33.59316 : -7.61502, 2363,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
FARACHE FRERES (STE), vieux chiffons vieux metaux timbres poste, 425 Route De Mediouna,Casablanca,33.564944 : -7.595563, 2789,Tribunal de Casablanca,,Societe en Nom Collectif, 50 000 
NEWGAFIX (NEWGAFIX)," marchand effectuant import- export, commercialisation, distribution, negoce de tous produits", Douar Lamzabiene Bouskoura,Casablanca,33.5153633472 : -7.59421472229, 120013,Tribunal de Casablanca,,Societe en Nom Collectif, 20 000 
CHAOUEN-SPORTS, marchand d'articles de sports et autres articles de meme nature, 113-113bis Rue Du Jura,Casablanca,33.581505 : -7.634327, 38319,Tribunal de Casablanca,,Societe Anonyme, 50 000 
DELTA DEMENAGEMENT, entrepreneur de demenagement, 383bis Be Mohamed V,Casablanca,33.590214 : -7.591511, 54337,Tribunal de Casablanca,,Societe Anonyme, 10 000 
ARTI ATLAS JAB, import export des produits artisanaux, 17 Rue 66 Db Bennani Mabrouka Casa,Casablanca,33.566360462 : -7.56930228899, 118905,Tribunal de Casablanca, 000211506000019,Societe en Nom Collectif, 10 000 
INARA (STE HUILIERS), texturation d'olives exportation d'huile, Hay El Europee Ain Taouijdate,Meknes,33.933813 : -5.216372, 18851,Tribunal de Meknes,,Societe Anonyme, 1 000 000 
SOCIETE JIAB DES PRESTATIONS," restauration, traiteur, entrepreneur de nettoyage, gardiennage, jardinage", Cite Sonasid N78 Bloc I Selouane,Nador,35.1666667 : -2.9333332999999584, 5681,Tribunal de Nador, 000068521000014,Societe a Responsabilite Limitee, 100 000 
MAROCAINE DES INDUSTRIES ELECTRIQUES (STE) (SOMINE), commerce de tous materiels electriques pouvant se rattacher directement ou indirectement a l'objet social, 23 Rue Youssef Ibn Tachfine,Rabat,34.0138 : -6.8292, 20952,Tribunal de Rabat,,Societe a Responsabilite Limitee, 20 000 
MEGA WORLD SERVICES, import-export, 1 Rue Zamrane Route Des Zaers,Rabat,33.971633 : -6.829277, 41601,Tribunal de Rabat,,Societe Anonyme, 20 000 
MESSAFRUITS (MESSAFRUITS)," consignation, conditionnement, courtage, commission, representation, commerce en gros, demi-gros, detail d'articles, produits, marchandises...", 29 Rue Pegoud,Casablanca,33.592503 : -7.615367, 26105,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
INTERMAAROUFI, marchand effectaunt import export-negoce, Ismailia 22/23 Hay Des Cretes Casa,Casablanca,33.532723 : -7.617047, 115709,Tribunal de Casablanca, 000528342000071,Societe a Responsabilite Limitee a Associe Unique, 100 000 
REPROMEDIA," achat, vente, ferme ou a la commission, la fabrication, la confection a facon ou en serie de tous articles d'habillement masculin et feminins..., tout ce qui concerne les travaux d'imprimerie et travaux d'impression, impressions publicitaires de luxe en polychromie, conditionnement de boites, etique", 39 Rue Banafssaj Ex Viollette Hay Erraha (beausejour),Casablanca,33.58694440000001 : -7.6111111000000164, 49457,Tribunal de Casablanca, 000230904000073,Societe a Responsabilite Limitee, 50 000 
AFRIC BUREAU, commerce de fournitures et materiel de bureau en detail, 33 Av Amr Ibnou Ass,Casablanca,33.60217 : -7.58352, 34391,Tribunal de Casablanca,,Societe Anonyme, 10 000 
HELIOS (HELIOS)," creation, exploitation de toutes entreprise ou agence, prise a bail de tous immeubles, participation a toutes operations", 8 Rue Capitaine De Fregate Lapebie,Casablanca,33.58694440000001 : -7.6111111000000164, 24585,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 544 000 
LT MECANIQUE (STE), mecanique auto, Res Enjliz Imm 52 Rue 24 N 4 Sidi Moumen,Casablanca,33.588406 : -7.498113, 93771,Tribunal de Casablanca, 000012682000093,Societe a Responsabilite Limitee, 100 000 
ENERGEST MARHFOUL ET CIE SNC, entrepreneur d'installations electriques, 36 A Bd D'anfa,Casablanca,33.59249 : -7.63281, 99621,Tribunal de Casablanca, 000514087000060,Societe en Nom Collectif, 10 000 
SALA MOTEURS," carrosserie, mecanique generale chaudronnerie", Km 1 Route De Meknes,Sale,34.0456478 : -6.8024781, 581,Tribunal de Sale,,Societe Anonyme, 100 000 
AFRIQUE DU NORD (STE DES ESES PRIGORIFIQUE DE L') (SEFAN), entrepots frigorifiques, Fedhala,Mohammedia,33.6833333 : -7.383333300000004, 571,Tribunal de Casablanca,,Societe Anonyme, 4 790 000 
ALLIANCE CAPITAL, marchand effectuant operations d'import-export," 300, Rue Mostapha El Maani",Casablanca,33.58795 : -7.61764, 92777,Tribunal de Casablanca, 000522142000049,Societe a Responsabilite Limitee, 2 000 000 
CIE DE MONTAGE INDUSTRIEL ET CONSTRUCTION DES LIGNES AERIENNES (CMICLA)," marchand de fournitures, pour l'emploi de l'electricite", Rue Ibn Kattan Quartier Burger N33,Casablanca,33.573123 : -7.643158, 55761,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 000 000 
SUD BOUILDING, entrepreneur de travaux divers, Residence Ezzaitouna N182 Av Abdelkrim El Khattabi 450,Marrakech-Medina (AR),31.6333333 : -8, 6571,Tribunal de Marrakech,,Societe Anonyme, 2 000 000 
CONSTRUCTION ET TRAVAUX ROUTIERS (CTR), entreprise de travaux publics et de construction, Rue Dakhla Hippica Residence Essalam,Tetouan,35.57621 : -5.368434999999977, 1841,Tribunal de Tetouan,,Societe Anonyme, 500 000 
EVERGREEN TRADING," vente en gros et au detail, import export des produits d'alimentation et des produits agricoles et en general toutes marchandises", 9 Rue Verdi Belvedere 3eme Etage,Casablanca,33.59496 : -7.59069, 132723,Tribunal de Casablanca, 000035928000041,Societe a Responsabilite Limitee, 100 000 
FRANCAIS DE L'AZOTE (COMPTOIR), propagande et vente en commun des engrais chimiques et particulierement des engrais azotes, 259 Avenue Mers Sultan,Casablanca,33.58355 : -7.615225, 2857,Tribunal de Casablanca,,Societe Anonyme, 130 000 
CYCLOS (CYCLOS), marchand papetier en gros (fournitures de bureaux), 69 Lot Souaret R 4 Ain Borja,Casablanca,33.58694440000001 : -7.6111111000000164, 52101,Tribunal de Casablanca,,Societe Anonyme, 10 000 
MULTICONTACT (STE), importateur exportateur, Zankat Al Houria Imm Youssef N10 Gueliz,Marrakech,31.635646 : -8.011439, 7253,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 200 000 
BOUREGREG (PENSION DE FAMILLE DE), exploitation d'un restaurant, 6 Rue De Valence,Rabat,34.02503 : -6.829175, 15665,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
ROGALY (BONNETERIE), fabrication vente importation exportation de tous articles de bonneterie, 169 Rue De L'aviation Francaise,Casablanca,33.58946 : -7.61527, 16531,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
STE DE PIECES AUTO EL OURF, achats et ventes de pieces detachees, Ndeg476 Bis Ndeg01 Lot Al Karam Rte De Safi,Marrakech,31.6333333 : -8, 4753,Tribunal de Marrakech, 001674559000062,Societe a Responsabilite Limitee, 220 000 
ESE ORIENTAL D'EQUIPEMENT HYDRAULIQUE (ENOREQ)," entreprise generale de travaux divers, revetement du sol", Av Mohamed V Imm El Baraka 6e Etage Appt 25,Oujda (M),34.6866667 : -1.91138890000002, 14049,Tribunal de Oujda, 001735786000007,Societe a Responsabilite Limitee, 100 000 
KHETTA FRERES IMPORT-EXPORT (STE), marchand effectuant importation-exportation, Lotissement Marie Idda N51,Skhirate- Temara,33.85 : -7.029999999999973, 44709,Tribunal de Rabat,,Societe a Responsabilite Limitee, 400 000 
DASIT ET TUMBARELLO," l'emballage, le conditionnement, l'import, l'export et le commerce en general de tous fruits, primeurs et produits du sol...", Docks Monopole Rue Amerigo Vespuci,Tanger-Assilah,35.766667 : -5.8, 1865,Tribunal de Tanger,,Societe en Nom Collectif, 10 000 
AUSTRALIA ADVERTISING, tenant agence de publicite., 3 Rue Ibn Oudari Hivernage.,Marrakech-Medina (AR),31.622816 : -8.008668, 79643,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MARRAKECH REV SOL," revetement de sol, mosaique, carrelage moquette", 87 Bis Rue Mohamed El Bekkali,Marrakech,31.6405 : -8.01701, 4711,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 30 000 
COMPAGNIE D'ENTRETIEN ET DE MAITENANCE ELECTRIQUE HAUTE MOYENNE ET BASSE TENSION (CEMELEC), entrepreneur d'installations electriques, N3 Rue Hamd Arraoulyah Franceville Ii,Casablanca,33.56463 : -7.63369, 55757,Tribunal de Casablanca, 001628722000038,Societe a Responsabilite Limitee a Associe Unique, 800 000 
MARE GR ET CIE (STE)," execution de toutes construction, acquisition, creation et exploitation de toutes carrieres et eses concernant les materiaux de construction", 245 Route De Camp Boulhaut,Casablanca,33.533333 : -7.583333, 7123,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 050 000 
V.H PHARMA, marchand effectuant import export - marchand de produtis chimiques (achat vente de produits pharmaceutiques), Lot 50 Lhaj Fath 1 Lissasfa Hay Hassani,Hay-Hassani (AR),33.58694440000001 : -7.6111111000000164, 120135,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
ROS NKHAL DE BATIMENTS ET TRAVAUX DIVERS (STE), travaux divers, Ksar Chlalfa Tizimi,Errachidia,31.932153 : -4.424158, 1883,Tribunal de Errachidia,,Societe a Responsabilite Limitee, 100 000 
A.D.I.B.A.T (ADIBAT), entrepreneur de batiments, Rue Ben Zart N40,Casablanca,33.58372 : -7.600625, 64573,Tribunal de Casablanca,,Societe Anonyme, 300 000 
FONCIERE FRATERNITE, promotion immobiliere, Ks Disrection Mediouna Route Nationale 107,Tit Mellil (M),33.557174 : -7.484752, 146879,Tribunal de Casablanca, 000211526000061,Societe en Nom Collectif, 10 000 
NORD (CARPETS MANUFACTURE DU), fabricant de tapis, My Youssef N34,Tanger-Assilah,35.766667 : -5.8, 4163,Tribunal de Tanger,,Societe Anonyme, 12 000 
MARENNES ET ROCHERS (STE), le commerce des matieres premieres produits chimiques droguerie transit auto ecole, Avenue De La Republique Imm Ctm Bureau 21,Casablanca,33.607595 : -7.532501, 23677,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 5 000 
SUMAPCIE (SUMAPCIE), import-export, 9 Rue Attarik Abiad,Casablanca,33.568493 : -7.646605, 63973,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MELILYA (STE COMPTOIR COMMERCIAL DE) (C C MEL), marchand de quincaillerie en gros, Zankat Melilya N9,Rabat,34.023005 : -6.831191, 27485,Tribunal de Rabat,,Societe Anonyme, 100 000 
PARIS CHAILLOT (IMMOBILIERE)," l'acquisition d'un ou de plusieurs terrains contigus, l'edification sur le terrain appartenant a la ste de toutes constructions, la mise en valeur...", 79 Rue Des Vigues,Tanger-Assilah,35.769234 : -5.830909, 829,Tribunal de Tanger,,Societe Anonyme, 35 420 
AFRICAINE DE COMMERCE D'ARMURERIE (STE) (SACOA), achat importation vente et commerce d'armes munitions et accessoires, 4 Rue Capitaine Petit Jean,Rabat,34.025069 : -6.825938, 14346,Tribunal de Rabat,,Societe Anonyme, 4 000 000 
ARAMO IMPORT-EXPORT, fabrication de cuir, Mohpaco 106 N10,Tanger-Assilah,35.7666667 : -5.7999999999999545, 11263,Tribunal de Tanger,,Societe Anonyme, 10 000 
ELECTRO BELGIQUE," tous genres de travaux publics, des construction et d'electricite, les achats et ventes des materiaux de construction, de fournitures et equipements electriques.", Hay Aarid-bloc 3,Nador (M),35.163757 : -2.920911, 5933,Tribunal de Nador, 000068534000051,Societe a Responsabilite Limitee a Associe Unique, 100 000 
IMPRIGRAPH," achat, vente produit et materiel pour imprimerie", 60bis Rue Emile Brunet,Casablanca,33.58399 : -7.57563, 69045,Tribunal de Casablanca, 001428609000092,Societe Anonyme, 500 000 
HELP SOFT, solution informatique et reparation systemes informatiques, 17 Place Pasteur Res Pasteur Build 6 Eme Etg Appt 5,Casablanca,33.573825 : -7.62511, 142223,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
LAMAIZ ET FILS (STE)," transporteur automobile de materiaux, marchand de materiaux de construction", Hay Magasin Al Arabi N1618 2e Etage Mag N2,Rabat,34.015049 : -6.83272, 41523,Tribunal de Rabat,,Societe Anonyme, 100 000 
MAROCAINE COLMO (STE), vente de tous produits d'hygiene sanitaires materiel electrique et frigorifique produits denrees creation de tous ateliers..., 81 Et 83 Route De Camp Boulhaut,Casablanca,33.533333 : -7.583333, 7407,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
MOUDAIN CONSEIL PUB, tenant agence de publicite, 31 Rue Ibnou Rachid Roches Noires,Assoukhour Assawda (AR),33.58694440000001 : -7.6111111000000164, 75431,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
FORUM BOIS," marchand de bois en fumes, marchand de materiaux de construction", Rue Zambie N18,Fes,34.01578 : -4.98691, 17385,Tribunal de Fes, 001721919000093,Societe a Responsabilite Limitee, 200 000 
FERMETTE (LA)," activites agricoles, avicoles", Ben Yakhlef Centre,Benslimane,33.687645 : -7.333438, 129,Tribunal de Ben Slimane,,Societe a Responsabilite Limitee, 100 000 
MAGHREB-AUTO (STE)," vente-achat de voitures automobiles, accessoires et representations", 37 Rue De Docteur Manchamps,Casablanca,33.596457 : -7.615478, 5565,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 250 000 
MAHAL IMPEX, importation et exportation, 24 Rue 18 Novembre,Nador (M),35.163757 : -2.920911, 3943,Tribunal de Nador,,Societe a Responsabilite Limitee a Associe Unique, 10 000 
AGADIR (STE D'ENTREPRISE DE TRAVAUX D'EXPLOITATION DE CARRIERES ET MINES) (SETECMA), entreprise de travaux d'exploitation de carrieres, N32 Illala,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2353,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 705 000 
GOOD FACHION, etablisement industriel pour la fabrication de vetements confectionnnes, 15 Rue Chenguit Imm Habous Appt N3,Fes,34.00615 : -4.98761, 16667,Tribunal de Fes,,Societe Anonyme, 500 000 
LES FRIGORIFIQUES BOUZARGTOUN," importation, exportation et commercialisation de produits de la peche. transformation des produits de la peche, notamment : achat, vente ou a commission. entrepots frigorifiques.", Dr Lagouassem Rmel Lahlal,Bouskoura,33.4904859824 : -7.69066235216, 141993,Tribunal de Casablanca, 001332380000033,Societe a Responsabilite Limitee, 10 000 000 
BRALOR (STE IMMOBILIERE)," acquisition de tous immeubles, construction de tous immeubles, exploitation par voie de location, realisation, echange biens apporte a la ste", 38 Rue Gallieni,Casablanca,33.58694440000001 : -7.6111111000000164, 7089,Tribunal de Casablanca,,Societe Anonyme, 4 400 000 
