Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
SAMITEL (STE), telecommunication, 116bis Derb El Ouafa,Casablanca,33.5836239714 : -7.56808802264, 93679,Tribunal de Casablanca, 001429085000044,Societe a Responsabilite Limitee, 100 000 
HEXAGON (STE) (HEXAGON), exploitation du brevet d'invention d'une carriere fabrication du materiel..., 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 23687,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 15 000 
TAKADDOUM (ESE MAROCAINE DE CONSTRUCTIONS) (EMACOSTA), entrepreneur de travaux divers ou constructions, Bloc 8 Groupe Errabia N49 Takadoum,Rabat,33.9836493998 : -6.82270843964, 25945,Tribunal de Rabat,,Societe Anonyme, 10 000 
GERMAR (CONFECTION), confection, 23 Rue De Fes,Tanger-Assilah,35.74627 : -5.80577, 5433,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
MODUS VIVENDI MAROC, marchand effectuant import-export fabricant de meubles, 43 Allee Des Phenise Ain Sebaa,Casablanca,33.61778 : -7.53983, 55507,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MEDIC SQUARE, import et export de touts produits et materiels medical et plus generalement toutes operations financieres commerciales ou industrielles mobiliers ou immobiliers pouvant se rattachant directement ou indirectement a l'objet social ou a tous objets similaires ou connexes, Hay Lhajari N 79 Appt 1,Laayoune,27.158503 : -13.207882, 5283,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 200 000 
THE BEST ADVENTURES," agence de voyages, organisation de voyage, excursion pour la chasse...", Rue Abdelkrim El Khattabi Imm Kamal N4 N100,Marrakech,31.656932 : -8.018042, 8695,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 200 000 
DUNLOP (STE ANONYME DES PNEUMATIQUES), pneumatique dunlop, Rue De La Martiniere Vn,Fes,34.03661 : -5.000365, 2350,Tribunal de Fes,,Societe Anonyme, 40 000 
WIJANMOD, confection a l'export, Residence Ennasr Bendibane 16 Ndeg9,Tanger-Medina (AR),35.755338725 : -5.822200134, 25419,Tribunal de Tanger,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
JACQUES ET PIERRE BLOCH, negoce de pierre precieuses fabrication de petite bijouterie, 115 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 27383,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
HADIKA AL KHADRA (STE), park de jeux, 47 Bd Pasteur,Tanger-Assilah,35.78065 : -5.81139, 13903,Tribunal de Tanger, 001451717000080,Societe a Responsabilite Limitee, 100 000 
PARFUMA (STE) (PARFUMA), fabrication vente achat industrie et commerce de tout ce qui concerne la parfumerie savonnerie produits de beaute et d'hygiene, 19 Rue Pesaix Rn,Casablanca,33.58694440000001 : -7.6111111000000164, 15313,Tribunal de Casablanca,,Societe Anonyme, 100 000 
FRUTAS HORTICOLA," transformation, conseration, congelation, remplissage, emballage, negoce, remembrement, acquisition, location des terres agricoles...", Garet Bloc 6-7 Et 12 Arrouit,Nador,35.163757 : -2.920911, 2799,Tribunal de Nador,,Societe a Responsabilite Limitee, 100 000 
TARELEC ELECTRIC (STE), vente et achat articles electriques, Lot Al Mouahidine Bd De La Grande Ceinture N3 Hay Mohammadi,Casablanca,33.56524 : -7.58644, 57283,Tribunal de Casablanca,,Societe Anonyme, 100 000 
ULTRA TRADE," import, export representation et negoce", Lot Saada Ii 48 Bis Sidi Maarouf,Casablanca,33.52482 : -7.65048, 97021,Tribunal de Casablanca,,Societe en Nom Collectif, 79 000 
CONFECTION AL JAMAR, confection, Jirari Ii Rue 57 N1,Tanger-Assilah,35.746434 : -5.808113, 15037,Tribunal de Tanger,,Societe en Nom Collectif, 100 000 
LAVOMATIC SELF SERVICE," degraissage, lavage, nettoyage, sechage, repassage de tous vetement tissus, obtention exploitation de tous brevets participation ou operation", 77bis Rue D'azilal,Casablanca,33.592665 : -7.60567, 62701,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
CRISTALLYS LIMITED (STE) (CRISTALLYS), commerce de porcelaine cristallerie objets d'art etc, 21 Passage Sumica,Casablanca,33.594862 : -7.616286, 3103,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
AD ATELIER, entrepreneur de menuiserie, Route Bouknadel Km 11,Sale,34.033333 : -6.8, 543,Tribunal de Sale,,Societe a Responsabilite Limitee, 200 000 
HORIZONS IMMIGRATION CANADA, consultation en immigaration au canada traitement de dossiers d'immigration bureau de conseils en immigration, 222 Immeuble Anfa 2 Rue Nasseh Eddine Angle Brahim Roudani,Casablanca,33.58694440000001 : -7.6111111000000164, 117477,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
ARABA BIJOUX (STE), fabrication et vente de bijoux, Hay Essalam N366,Meknes,33.894082 : -5.544582, 18667,Tribunal de Meknes,,Societe Anonyme, 400 000 
COOPERATIVE RMILA, conditionnement, Lot 230 Quartier Industriel Rte Biougra,Inezgane- Ait Melloul,30.32341 : -9.482482, 163,Tribunal de Inzegane,,Societe a Responsabilite Limitee, 1 370 000 
AZDOUFAT DE MATERIAUX DE CONSTRUCTION (STE), fabrication de materiaux de construction etc..., Route Principal 27 Km 3 Douar Maachou,Berkane,34.929075 : -2.318735, 147,Tribunal de Berkane,,Societe a Responsabilite Limitee, 100 000 
UNIVERSEL ENGINEERING CONSTRUCTION (UNIECOS), entreprise de construction tout corps d'etat, Residence Anfa 36b Bd D'anfa 2e Etage,Casablanca,33.59048 : -7.63742, 45383,Tribunal de Casablanca,,Societe Anonyme, 300 000 
OLEICOLE IDRISSIA (STE), conserve d'aliments et huile d'active,N/A,N/A,33.594516 : -7.628428, 6053,Tribunal de Tanger,,Societe Anonyme, 100 000 
TECHNIQUE INJECTION DIESEL (TID), reparation des pompes d'injection diesel, Derb El Youssoufia Rue 75 N110,Casablanca,33.5726111365 : -7.58857738209, 60749,Tribunal de Casablanca, 001514822000050,Societe a Responsabilite Limitee, 160 000 
N/A
DEFIMAROC (DEFIMAROC), tenant un bureau d'etude (communication et publicite), Espace Porte D'anfa 3 Rue Bab Al Mansour 1er Etage Batiment C 123,Casablanca,33.5897 : -7.64468, 83397,Tribunal de Casablanca,,Societe Anonyme, 2 180 000 
FARAH VIDEO CLUB L'OASIS, exploitant video club, 34 Rue Des Aviateurs Oasis,Casablanca,33.56258 : -7.63905, 52531,Tribunal de Casablanca,,Societe Anonyme, 100 000 
APPLICATIONS ELECTRO DOMESTIQUES (STE D'), etude recherche acquisition de tous brevets et lecences import export et commerce d'appareils electro menagers, 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 8125,Tribunal de Casablanca,,Societe Anonyme, 100 000 
DAR ESSALAM ET POSEIDON SHIPSTORES," negoce en general, achat, vente, l'import, commission, courtage, transport tous produits, mses, acquisition, export tous fonds de commerce", 189 Bd Emile Zola,Casablanca,33.59264 : -7.598815, 29491,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
MISS WISSAL, import-export negoce de tous produits et articles confection et textiles travaux divers, C/o Riad Maille Lot Reda Zone Industrielle Et Corse,Safi,32.309897 : -9.232274, 1699,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000 
INDUSTRIELLE ET COMMERCIALE DE PRODUITS CHIMIQUE (STE) (INCOM), industrie et commerce general de produits chimiques de toutes natures, 31 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 11293,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 250 000 
LAMA ASSURANCES, intermediaire d'assurance, Hay Amria 2 Lot Errahali N 10 Rdc,Beni Mellal (M),32.336179 : -6.355309, 7155,Tribunal de Beni Mellal, 000001195000036,Societe a Responsabilite Limitee, 100 000 
MAROCAINE TAREX DE NAVIGATION (STE) (SOTANOU), etude projet maritime, 33 Rue Du Prince Moulay Abdellah,Tanger-Assilah,35.464654 : -6.031691, 3143,Tribunal de Tanger,,Societe Anonyme, 10 000 
SOCIETE FOUNTY CLEAN," entrepreneur du nettoyage des hotels, appartements et magasin etc...", Lot Dakhla Ca Parcelle N12,Agadir (M),31.12001849999999 : -6.067919399999937, 6755,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
SHIPPING MANAGEMENT (STE) (SHIMACO)," l'entreprise de toutes activites de peche maritime, la commerce en general le mareyage l'exportation le transport sous toutes formes...", 74 Ruue Dumont D'urville,Casablanca,33.5923 : -7.60448, 36059,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CONSTRUCTION ET DE DISTRIBUTION DE PRODUITS INDUSTRIELS (STE DE) (SODIPRIN)," fabrication, construction, usinage et distribution de produits industriels", 1 Rue Franchet D'esperey,Casablanca,33.58762 : -7.6171, 7209,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
JACQUES G. COHEN (ETS), representations generales, 66 Rue Allal Ben Abdellah,Tanger-Assilah,35.77703 : -5.81216, 867,Tribunal de Tanger,,Societe Anonyme, 10 000 
FEHMI ET CONSORTS (ESE DE TRAVAUX PUBLICS) (ENTRAPFEC), ese de travaux divers, 48 Route Sefrou,Fes,34.033333 : -5, 16961,Tribunal de Fes,,Societe a Responsabilite Limitee, 150 000 
STUDIO 44, exploitant atelier photographique, Ndeg 3411 Taddart Anza,Agadir (M),30.427755 : -9.598107, 24521,Tribunal de Agadir, 001567883000093,Societe a Responsabilite Limitee, 100 000 
HIPPOBYTE ET REME PITALOGUE FRERES (STE), exportation importation de marchandises diverses, 2 Rue Jacques Bainville,Casablanca,33.533333 : -7.583333, 4763,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 75 000 
STE NOUVELLE DES ANCIENS ETABLISSEMENTS BOUZINE (S.N.A.E.B), fabricants de conserves alimentaires., Bd Du 18 Novembre Quartier Industriel,Agadir (M),31.12001849999999 : -6.067919399999937, 591,Tribunal de Agadir,,Societe Anonyme, 10 800 000 
OGNIN CONFECTION, broderie tricotage confection, Bd Mohamed V Imm Kamal Cherki 1er Etage Appt 4,Beni Mellal,32.33328 : -6.360882, 297,Tribunal de Beni Mellal,,Societe Anonyme, 100 000 
ANGLO MOROC CAN TOURIST AGENCY, tenant une agence de voyage, Rue Du Mexique N7,Tanger-Assilah,35.77997 : -5.81408, 4493,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
PUBLIGAD (PUBLIGAD), marchand effectuant import-export, Rue Beida Immeuble 178 Yacoub Mansour,Casablanca,33.586868 : -7.549524, 56783,Tribunal de Casablanca, 001514693000041,Societe a Responsabilite Limitee, 300 000 
