Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,URL,Capital
JESA INTERNATIONAL," la societe a pour objet, au maroc ou a l'etranger. directement ou indirectement, sous reserve des dis - positions reglementaires et legales applicables le cas echeant : la prestation de services d'ingenierie de base (dits << feed >>) ; la prestation de (i) services de gestion d'ingenierie, d'approvisionnement et de construction (dits << epcm >>), (ii) de services de gestion de projets et (iii) de services de gestion de programmes, appliques dans chaque cas a (a) des activites liees a l'exploitation des phosphates, et a (b) des projets d'infrastructures dans des domaines tels que, sans que la liste suivante ne soit limitative, l'energie, le traitement des eaux, la distribution, le developpement portuaire et les reseaux routiers ; - l'acquisition, la vente, l'importation et l'exportation de tout bien ou materiel necessaire a la realisation de l'objet social ; - la prise d'interet directe ou indirecte tant pour elle - meme que pour le compte de tiers ou en participation avec toute personne physique ou morale sous quelque forme que ce soit dans toutes operations par voie de creation de societes nouvelles, d'apport, de souscription ou achat de titres ou de droits sociaux, de fusion, d'alliance, d'association ou autrement et ce, dans la limite de l'objet social ; et, plus generalement, toutes operations financieres, commerciales, industrielles, immobilieres, mobilieres ou autres se rattachant directement ou indirectement en tout ou en partie, a l'objet social decrie ci dessus et a tout objet similaire ou connexe susceptibles de faciliter ou de favoriser le developpement de la societe et de son activite"," Finance City, Lot 58, 4eme Etage (bloc B), Quartier Casa-anfa, Hay Hassani",Casablanca,33.58694440000001 : -7.6111111000000164,346557.0,Tribunal de Casablanca,331023000056.0,Societe Anonyme,societe-jesa-international-468341, 5 000 000 
JESA," la societe a pour objet, au maroc ou a l'etranger, directement ou indirectement, toute activite liee aux phosphates et aux engrais ; tout projet de construction et d'infrastructure en afrique; tout projet dans d'autres secteurs d'activites en coordination avec les bureaux de worley; le developpement permanent des activites d'exploitation et de maintenance ainsi que l'activite de conseil dans tous les secteurs l'acquisition, la vente, l'importation et l'exportation de tout bien ou materiel necessaire a la realisation de l'objet social ; la prise d'interet directe ou indirecte tant pour elle-meme que pour le compte de tiers ou en participation avec toute personne physique ou morale sous quelque forme que ce soit dans toutes operations par voie de creation de societes nouvelles, d'apport, de souscription ou achat de titres ou de droits sociaux, de fusion, d'alliance, d'association ou autrement et ce, dans la limite de l'objet social ; et, plus generalement, toutes operations financieres, commerciales, industrielles, immobilieres, mobilieres ou autres se rattachant directement ou indirectement en tout ou en partie, a l'objet social decrit ci-dessus et a tout objet similaire ou connexe susceptibles de faciliter ou de favoriser le developpement de la societe et de son activite."," Sidi Maarouf, Casablanca Nearshore Park,1100 Bd Al Qods, Shore 27",Casablanca,33.58694440000001 : -7.6111111000000164,223705.0,Tribunal de Casablanca,1529835000062.0,Societe Anonyme,societe-jesa-281985, 45 000 000 
EURO MAROC PHOSPHORE (EMAPHOS), production d'acide phosphorique purifie - production de produits chimiques non organique, Immeuble Ocp Hay Erraha 2-4 Rue Al Abtal,Casablanca,33.552207 : -7.646883,82423.0,Tribunal de Casablanca,1539542000067.0,Societe Anonyme,societe-euro-maroc-phosphore-79558, 346 500 000 
SOCIETE CENTRALE DES BOISSONS GAZEUSES (S.C.B.G. ), fabrication et distribution de boissons gazeuses,,,33.58694440000001 : -7.6111111000000164,103195.0,Tribunal de Casablanca,1530596000079.0,Societe Anonyme,societe-societe-centrale-des-boissons-gazeuses-106478, 521 889 000 
LES GRANDS TRAVAUX ROUTIERS (G T R), travaux routiers,,,33.52482 : -7.65048,143925.0,Tribunal de Casablanca,1525464000030.0,Societe Anonyme,societe-les-grands-travaux-routiers-167343, 51 166 200 
DIGIBAY," l'achat, la vente, la fabrication, la transformation, l'importation et l'exportation, la distribution de tous produits bruts ou manufactures, marchandises et materiels notamment l'electromenager, - l'offre de tout genre de services lies a son activite, - l'importation et la distribution de videogrammes, - la creation, le rachat, la mise en valeur, l'exploitation par tous moyens de centres commerciaux et de tout fonds de commerce quelconque, - toutes operations de commission, consignation, representation et stockage de tous produits ou marchandises se rapportant a l'un quelconque des objets ci - dessus, - l'obtention, la concession, l'exploitation et la vente de tous brevets, modeles, marques, licences et procedes, - le dedouanement, l'entreposage, la gestion des flux et le transport des produits, - toutes operations financieres, commerciales, industrielles, mobilieres ou immobilieres pouvant se rattacher directement ou indirectement a l'un quelconque des objets precites ou a tous objets similaires ou connexes."," Centre Commercial Marjane, Ct 1029, Commune De Ain Chock",Ain-Chock (AR),33.54271 : -7.63942,190717.0,Tribunal de Casablanca,1531201000040.0,Societe Anonyme,societe-digibay-232712, 12 000 000 
SILENT BELIEVERS DISTRIBUTION," le transport de toutes marchandises, matieres, produits et materiels, au maroc et a l'international l'achat, la vente, le negoce, l'importation et l'exportation de tous materiels, matieres et produits relevant du secteur des produits d'hygiene, la representation, sous toutes formes, de societes etrangeres ou marocaines ; la distribution de produits alimentaires et de grande consommation", 17 Bd Mohammed Abdou Escalier D Appart Ndeg2 Palmier,Casablanca,33.58694440000001 : -7.6111111000000164,165111.0,Tribunal de Casablanca,1526216000096.0,Societe a Responsabilite Limitee,societe-food-goods-distribution-187198, 10 000 000 
SOCIETE DE TRAVAUX AGRICOLES MAROCAINS (STAM)," entrepreneur de travaux divers, exploitant de carrieres (stations concassage), le commerce sous toutes ses formes en gros et en detail de tous objets marchandise machines et materiels necessaires a l'execution de tous travaux agricoles.", Rue Abou Hadil Allaf Place Belair Residence Salma Quart Gauthier,Casablanca,33.592124 : -7.628701,67607.0,Tribunal de Casablanca,1543167000065.0,Societe Anonyme,societe-societe-de-travaux-agricoles-marocains-46946, 210 000 000 
TECTRA, travail temporaire & recrutement,,,33.59407 : -7.62918,118533.0,Tribunal de Casablanca,1526629000003.0,Societe a Responsabilite Limitee a Associe Unique,societe-tectra-127256, 200 000 000 
DISWAY, distributeur de materiel et logiciel informatique,,,33.52482 : -7.65048,41253.0,Tribunal de Casablanca,1527235000034.0,Societe Anonyme,societe-disway-61038, 188 576 200 
NESTLE MAROC, exploitant ets inudstriel pour la pasteurisation du lait," Zone Industrielle, Lot Ndeg 53",El-Jadida (M),33.2333333 : -8.5,279.0,Tribunal de Eljadida,509795000029.0,Societe Anonyme,societe-nestle-maroc-23784, 156 932 992 
AIR ARABIA MAROC, compagnie aerien - transport aeriens - agence de voyage," 4, Rue Carthage, Quartier Les Iris",Casablanca,33.587903 : -7.633751,192327.0,Tribunal de Casablanca,1613505000005.0,Societe Anonyme,societe-air-arabia-maroc-234211, 170 000 000 
GROUPE PALMERAIE DEVELOPPEMENT, agence immobiliere," Circuit De La Palmeraie, Palmeraie Village Bp 1487",Marrakech-Medina (AR),31.624961 : -7.992414,6041.0,Tribunal de Marrakech,69968000036.0,Societe Anonyme,societe-groupe-palmeraie-developpement-6412, 493 893 500 
PHOSPHATES DE BOUCRAA (PHOSBOUCRAA), extraction traitement transport et commercialisation des minerais de phosphates du gisement de boucraa participation directe ou indirecte etc...," 2-4, Rue Al Abtal, Hay Erraha, Route D'el Jadida",Casablanca,33.552207 : -7.646883,39933.0,Tribunal de Casablanca,1583112000093.0,Societe Anonyme,societe-phosphates-de-boucraa-16069, 1 000 000 000 
SAFRAN NACELLES MOROCCO," conception, industrialisation, production de pieces aeronautiques", Aeroport Mohamed V Technopole De Nouaceur Bp 80,Casablanca,33.55672 : -7.667043,139249.0,Tribunal de Casablanca,79815000044.0,Societe Anonyme Simplifiee,societe-safran-nacelles-morocco-157304, 150 000 000 
ENERGIE EOLIENNE DU MAROC," marchand d'energie solaire ou eolienne, realiser directement ou indirectement tous les travaux et toutes les activites necessaires au developpement, au financement, a la construction, a la mise en service et a l'exploitation de parcs eoliens au maroc et ce dans le cadre de la loi 13-09 promulguee par le dahir ndeg1-10-16 du 26 safar 1431 du 11 fevrier 2010; - la participation par tous les moyens et sous quelque forme que se soit, a toutes les entreprises et a toutes societes creees ou a creer, ayant une activite se rattachant directement ou indirectement a l'objet social; - et, plus generalement, toutes operations industrielles, commerciales, financieres, mobilieres ou immobilieres se rattachant a l'objet social et pouvant favoriser le developpement de la societe."," 201, Angle Boulevard Zerktouni Et El Massira El Khadra, Twin Center- Tour A-24eme Etage-",Casablanca,33.580262 : -7.630217,232351.0,Tribunal de Casablanca,81940000093.0,Societe Anonyme,societe-energie-eolienne-du-maroc-298164, 344 000 000 
STE FRERES ASSAKOUR (SOFA), distribution en gros de materiel electrique., 30 Boulevard Khalid Ibn Oualid Ain Sebaa,Ain-Sebaa (AR),33.5688 : -7.60363,34137.0,Tribunal de Casablanca,1524663000026.0,Societe Anonyme,societe-ste-freres-assakour-59451, 144 400 000 
GAZAFRIC, centre de stockage et emplissage de gaz," Kilometre 14, Route De Tiznit, Quartier Industriel De Sidi Bibi Bp 6291",Sidi Bibi,30.239663 : -9.526834,209.0,Tribunal de Agadir,205909000012.0,Societe Anonyme,societe-gazafric-30511, 100 000 000 
GREEN OIL," la distribution de tous les produits petroliers et energetiques tels que les carburants, les lubrifiants, les gaz et derives, conditionnes et en vrac. - la construction, la location et l'exploitation de tous depot et magasins. - l'acquisition et l'exploitation de camions et camions citernes et tout autre moyens de transports. - l'importation et l'exportation. - la creation et le controle de filiales. - la participation a toutes entreprises ou societes creees pouvant se rattacher directement ou indirectement a l'objet social notamment aux entreprises ou societes dont l'objet serait susceptible de concourir a la realisation de l'objet social et ce par tous moyens, y compris et sans limite de ce qui suit par voie d'apports, de souscription ou d'achats d'actions, de parts sociales et de parts d'interets, de fusion, d'association en participation, d'alliance ou de commandite. - et d'une maniere generale, toutes operations de quelque nature qu'elles soient notament civiles industrielles, commerciales. financieres, mobilieres ou immobilieres. se rattachant directement ou indirectement a son objet social ou a tout autre objet similaire ou connexe ou susceptible d'en faciliter l'accomplissement ou le developpement", Route De La Plage N 3,Skhirate (M),33.85 : -7.029999999999973,78795.0,Tribunal de Rabat,1435744000089.0,Societe Anonyme,societe-green-oil-265622, 100 000 000 
JET CONTRACTORS, menuiserie aluminium - menuiserie bois - menuiserie metallique," 78, Quartier Industriel Takkadoum",Rabat,33.9836493998 : -6.82270843964,53431.0,Tribunal de Rabat,1524201000084.0,Societe Anonyme,societe-jet-contractors-115564, 151 476 100 
EVIOSYS PACKAGING MAROC (EPM), fabrication d'emballage metallique - commerce de metaux, Bd Chefchaouni Route Secondaire 110 Km 10 Quartier Industriel Ain Sebaa,Ain-Sebaa (AR),33.607914 : -7.536169,2973.0,Tribunal de Casablanca,204799000009.0,Societe Anonyme,societe-eviosys-packaging-maroc-8349, 163 895 520 
SANOFI-AVENTIS MAROC," fabrication, importation et distribution de produits pharmaceutiques"," Route De Rabat, Ain Sebaa 20250 Bp 2611",Ain-Sebaa (AR),33.609434 : -7.519515,22497.0,Tribunal de Casablanca,1524476000031.0,Societe Anonyme,societe-sanofi-aventis-maroc-65467, 444 512 250 
LEONI WIRING SYSTEMS BOUSKOURA, fabrication de cablages electriques pour l'automobile, Zone Industrielle Centre Bouskoura B.p 75,Bouskoura,33.449332 : -7.648521,31339.0,Tribunal de Casablanca,230827000018.0,Societe Anonyme,societe-leoni-wiring-systems-bouskoura-61095, 36 625 800 
EBERTEC, commerce de vins et spiritueux - import et export, 12 Rue Saad Ibnou Ouakass 20300,Casablanca,33.584495 : -7.621575,1117.0,Tribunal de Casablanca,1526990000053.0,Societe Anonyme,societe-ebertec-6765, 34 212 500 
BONTAZ CENTRE MAROC," l'industrie du decolletage mecanique, la fabrication, l'assemblage, la sous traitante, la commercialisation de toutes pieces mecanique et electrique la vente de pieces detachees, fournitures et materiels fabrication et industrialisations de lignes d'assemblage de sous-ensembles mecaniques et plus generalement toutes operations financieres, mobiliere, industrielles, commerciales pouvant se rattacher directement ou indirectement a l'objet social", Lot 13 Et 14 Parc Industriel De Jorf Lasfar Commune De Moulay Abdellah,Moulay Abdallah,33.193651 : -8.588159,9231.0,Tribunal de Eljadida,167543000031.0,Societe en Commandite Simple,societe-bontaz-centre-maroc-315486, 50 000 000 
GROMIC, negociant (produits et denrees alimentaires),,,33.58694440000001 : -7.6111111000000164,68981.0,Tribunal de Casablanca,1576654000053.0,Societe Anonyme,societe-gromic-42410, 100 000 000 
MAJOREL MOROCCO, centre de contact en delocalisation,,,33.58694440000001 : -7.6111111000000164,169333.0,Tribunal de Casablanca,1644971000046.0,Societe a Responsabilite Limitee a Associe Unique,societe-majorel-morocco-237337, 6 355 500 
NADOR CEREALES, importation et vente de cereales,,,35.256193 : -2.930668,4325.0,Tribunal de Nador,1527411000035.0,Societe a Responsabilite Limitee,societe-nador-cereales-109725, 75 000 000 
LC WAIKIKI RETAIL MA," la vente au detail de vetement et accessoires, l'import et l'export"," Immeuble Horizon Lot Ndeg9 Mandarona 300, 3eme Etage, Sidi Maarouf, Arrondissement Ain Chok",Ain-Chock (AR),33.58694440000001 : -7.6111111000000164,263877.0,Tribunal de Casablanca,207189000081.0,Societe a Responsabilite Limitee a Associe Unique,societe-lc-waikiki-retail-ma-342751, 390 000 000 
LABORATOIRES DE PRODUITS PHARMACEUTIQUE D'AFRIQUE DU NORD (LAPROPHAN )," etude recherche fabrication conditionnement commerce import-export de tous produits chimiques parchimiques, l'importation, la fabrication, la distribution et l'export de tous reactifs, des reactifs a usage de diagnostic in-vitro, des produits cosmetiques et d'hygiene corporelle, des biocides et des dispositifs medicaux. l''importation, la fabrication, la distribution et l'export des biocides et des et des medicaments issus de la biotechnologie et bio (similaires)"," 18, Boulevard Emile Zola",Casablanca,33.59079 : -7.60262,16499.0,Tribunal de Casablanca,1538148000069.0,Societe Anonyme,societe-laboratoires-de-produits-pharmaceutique-d-afrique-du-nord-3148, 95 056 500 
ASMENT DE TEMARA," production, fabrication et commercialisation du ciment", Ain Attig Route De Casablanca,Ain Attig,33.892094 : -6.962044,24741.0,Tribunal de Rabat,1526475000087.0,Societe Anonyme,societe-asment-de-temara-18643, 495 000 000 
ASMENT DE TEMARA," production, fabrication et commercialisation du ciment", Ain Attig Route De Casablanca,Ain Attig,33.892094 : -6.962044,24741.0,Tribunal de Rabat,1526475000087.0,Societe Anonyme,societe-asment-de-temara-18643, 495 000 000 
BOTTU, fabrication et commerce de specialites pharmaceutiques et parapharmaceutiques," Ndeg3, Voie Ndeg1, Quartier Industriel Ain Sebaa",Casablanca,33.58694440000001 : -7.6111111000000164,21357.0,Tribunal de Casablanca,1524098000052.0,Societe Anonyme,societe-bottu-64653, 200 000 000 
INTELCIA MAROC," activites de support et de helpine multi -langue pour tout type d'activite , telecommunication"," Casanearshore Shore Xv, 1100 Boulevard El Qods, Quartier Sidi Maarouf",Casablanca,33.58694440000001 : -7.6111111000000164,107349.0,Tribunal de Casablanca,37202000078.0,Societe Anonyme,societe-intelcia-maroc-109983, 180 000 000 
SE BORDNETZE MOROCCO (SEBN MA), fabrication des faisceaux de cables pour automobiles, Lot 32 Zone Franche D'exportation Tanger,Tanger-Medina (AR),35.718396 : -5.914545,16941.0,Tribunal de Tanger,65981000015.0,Societe a Responsabilite Limitee a Associe Unique,societe-se-bordnetze-morocco-115494, 51 600 000 
IZDA, importation et commerce de ble,,,33.6191215734 : -7.48132719356,158063.0,Tribunal de Casablanca,191280000011.0,Societe Anonyme Simplifiee,societe-izda-181970, 20 000 000 
COMPAGNIE DE BOISSONS MAROCAINES ET INTERNATIONALES (COBOMI), import export - production de boissons alimentaires,,,33.371898 : -7.543865,97345.0,Tribunal de Casablanca,1530689000090.0,Societe Anonyme,societe-compagnie-de-boissons-marocaines-et-internationales-99861, 40 560 000 
MAROCAINE D'ENERGIE DE LUBRIFICATION ET DE SERVICES PETROLIERS (ENELP), commerce et distribution de produits petroliers - gestion des stations de carburants, Rond Poind Des Sport Bd Abdelatif Ben Kaddour Imm.cmh,Casablanca,33.590153 : -7.647044,45783.0,Tribunal de Casablanca,1534217000088.0,Societe Anonyme,societe-marocaine-d-energie-de-lubrification-et-de-services-petroliers-54674, 600 000 
SAFRAN ELECTRICAL & POWER MOROCCO, fabrication de cablages electriques et aeronautiques,,,33.892094 : -6.962044,61475.0,Tribunal de Rabat,1552816000084.0,Societe Anonyme Simplifiee,societe-safran-electrical-power-morocco-173099, 123 600 000 
SOCIETE MAROCAINE METALLURGIQUE SOCODAM DAVUM (SMM SOCODAM DAVUM), commerce acier et produit metallurgiques, Boulevard Ahl Loghlam -sidi Moumen,Sidi Moumen (AR),33.599474 : -7.469188,7.0,Tribunal de Casablanca,1524602000024.0,Societe Anonyme,societe-societe-marocaine-metallurgique-socodam-davum-883, 203 876 600 
SOCIETE FETTAH D'ALIMENTATION (SOFALIM )," la fabrication et la vente des aliments composes pour animaux; -la transformation, le stockage, la commercialisation et la fabrication des denrees alimentaires; -l'importation, l'exportation, l'achat, la vente et la distribution de tous produits, matieres et materiels relevant du secteur avicole ; -l'achat au maroc ou a l'etranger de tous equipement, matieres premieres, consommables, et autres necessaires a la realisation de l'objet social; -la participation directe ou indirecte dans toutes les operations industrielles, commerciales pouvant se rattachant a l'un des objets precites par voie de creation de societes nouvelles, d'apport, de souscription ou d'achat de titres, de droits sociaux, de fusion, d'alliance, d'association en participation", 104 Bd Abdelmoumen Angle Rue Murillo Quartier Plateau,Casablanca,33.57669 : -7.62579,238521.0,Tribunal de Casablanca,59183000037.0,Societe a Responsabilite Limitee a Associe Unique,societe-fettah-d-alimentation-303598, 90 000 000 
RIAYA INDUSTRIES," laboratoire d'hygiene et sante - commerce de couches, serviettes et articles hygieniques", 17 Bd Mohammed Abdou Escalier D Appart Ndeg2 Palmier,Casablanca,33.58694440000001 : -7.6111111000000164,341279.0,Tribunal de Casablanca,1526429000068.0,Societe Anonyme,societe-novatis-138405, 60 000 000 
TOYOTA DU MAROC," commerce de vehicules automobiles - entretien et reparation mecaniques ou electriques et de la carrosserie des vehicules automobiles, vidange - commerce de gros et de detail d'accessoires, de pieces detachees et d'equipements divers pour vehicules autom", Km 11. 5. Route Cotiere 111 Quartier Industriel Sidi Bernoussi,Sidi Bernoussi (AR),33.601564 : -7.545368,78727.0,Tribunal de Casablanca,1534534000065.0,Societe a Responsabilite Limitee,societe-toyota-du-maroc-71158, 250 000 000 
STE PLASTIMA (PLASTIMA), fabrication des articles en matieres plastiques," Bd Almaadane -ex Houcine Ben Med Ben Ahmed, Rte Cotiere 111, Km 11",Casablanca,33.61824 : -7.54537,30519.0,Tribunal de Casablanca,1525341000053.0,Societe Anonyme,societe-ste-plastima-82163, 80 032 000 
STOCK-PRALIM," distribution de produits alimentaires - import, distribution de produits alimentaires, production : biscuiterie", 47 Rue De Marrakech.,Oujda (M),34.681544 : -1.911028,14743.0,Tribunal de Oujda,1536424000057.0,Societe Anonyme,societe-stock-pralim-28037, 250 000 000 
SAVOLA MOROCCO, raffinage d'huiles de tables, Rte. Principale Ndeg7 Route De Marrakech Z I,Berrechid (M),33.596457 : -7.615478,13203.0,Tribunal de Berrechid,1536638000002.0,Societe Anonyme,societe-savola-morocco-129114, 46 000 000 
JESSY DIFFUSION, importation exportation et distribution de produits alimentaires fins : cereales et legumineuses...," 10 Route Azemmour,",Casablanca,33.57065 : -7.69541,51827.0,Tribunal de Casablanca,1539708000047.0,Societe a Responsabilite Limitee,societe-jessy-diffusion-53601, 35 000 000 
MULTICERAME (MULTICER), fabrication et commerce de produits en ceramique, Km 4 Route De Ben Ahmed El Gara-jaqma,Jaqma,33.250386 : -7.565094,2733.0,Tribunal de Berrechid,102994000055.0,Societe a Responsabilite Limitee,societe-multicerame-155066, 160 000 000 
STE PHARMACEUTIQUE DU NORD (SOPHANORD), vente de produits pharmaceutiques, Sidi Bouzekri Km 7 Route D'el Hajeb,Meknes (M),33.844763 : -5.52282,17431.0,Tribunal de Meknes,1527432000050.0,Societe Anonyme,societe-ste-pharmaceutique-du-nord-26101, 7 500 000 
MCKINSEY & COMPANY MOROCCO, conseil en management," Tour Cfc, Immeuble 58, Quartier Casaanfa, 7eme Etage, Bloc A Et B, Hay Hassani",Hay-Hassani (AR),33.58694440000001 : -7.6111111000000164,133849.0,Tribunal de Casablanca,1534484000057.0,Societe a Responsabilite Limitee,societe-mckinsey-company-morocco-150253, 31 582 000 
CARRIERES ET TRANSPORT MENARA, transport - exploitation de carrieres - commerce de materiaux de construction.,,,31.62464 : -8.0548,4393.0,Tribunal de Marrakech,1527754000086.0,Societe Anonyme,societe-carrieres-et-transport-menara-8771, 100 000 000 
ATLAS ENERGIE (ATNER), adduction et distribution d'eau potable - genie civil et travaux publics, 24 Route Du Sud,Midelt (M),32.679615 : -4.734465,479.0,Tribunal de Midelt,205762000004.0,Societe a Responsabilite Limitee,societe-atlas-energie-34419, 70 000 000 
SICOTREM," production des pointes, fil de fer recuit, grillage, fil de fer galvanise fil claire, fil barbele - commercialisation du fer a beton", Km 9.5 Ct 1077 Route De Bouskoura Par Route D'el Jadida Lissasfa,Casablanca,33.52874 : -7.67861,124803.0,Tribunal de Casablanca,1526262000018.0,Societe a Responsabilite Limitee,societe-sicotrem-137295, 63 000 000 
ISMAILIA GAZ, emplissage de bouteilles de gaz liquefie,,,33.696189 : -5.365254,21141.0,Tribunal de Meknes,86380000008.0,Societe Anonyme,societe-ismailia-gaz-52626, 20 000 000 
ALLIANCES DARNA (ALDARNA ), promotion immobiliere., Zone D'anenagement Touristique Agdal Residence Al Qantara 40000,Marrakech-Medina (AR),31.624961 : -7.992414,35623.0,Tribunal de Marrakech,1534290000057.0,Societe Anonyme,societe-alliances-darna-215938, 857 000 000 
FOLLY FASHION, commerce de gros d'habillement pour femmes - import export, 37 Rue Du Marche Maarif,El Maarif (AR),33.58492 : -7.6339,126175.0,Tribunal de Casablanca,1525994000076.0,Societe Anonyme,societe-folly-fashion-139511, 49 643 000 
MAROC BUREAU," conception, production, agencement et commercialisation de mobilier de bureau, medical, hotelier."," Km 9,200 Autoroute De Rabat Ain Sebaa",Ain-Sebaa (AR),33.609434 : -7.519515,32413.0,Tribunal de Casablanca,1529465000061.0,Societe Anonyme,societe-maroc-bureau-59481, 150 000 000 
AFRIQUIA LUBRIFIANTS MAROC (AFRILUB), lubrifiants et graisses. certification iso 9001/2008., 139 Bd Moulay Ismail Roches Noires.,Assoukhour Assawda (AR),33.59822 : -7.58306,107165.0,Tribunal de Casablanca,1526537000062.0,Societe Anonyme,societe-afriquia-lubrifiants-maroc-109944, 191 748 600 
SITI. DEVELOPEMENT," import, export, representation commerciale et financiere de societes, travaux divers de construction"," Derb El Miter, Rue 11, Ndeg 142, Bouchentouf",Casablanca,33.5665142143 : -7.60967460878,215191.0,Tribunal de Casablanca,2102771000059.0,Societe a Responsabilite Limitee a Associe Unique,societe-siti-developement-277269, 10 000 
MAROC REPARTITION PHARMACEUTIQUE (MAREPHA), commerce et distribution de produits pharmaceutiques," 82, Zone Industrielle Sud-ouest",Mohammedia (M),33.670073 : -7.417525,7999.0,Tribunal de Mohammedia,1546057000023.0,Societe Anonyme,societe-maroc-repartition-pharmaceutique-246359, 25 000 000 
NORSUDEX," confection articles d'hygiene importation de produits cosmetiques destines a la fabrication de produits cosmetiques, d'hygiene corporelle et de biocides ; - fabrication, distribution de dispositifs medicaux.", 17 Bd Mohammed Abdou Escalier D Appart Ndeg2 Palmier,Casablanca,33.58694440000001 : -7.6111111000000164,410953.0,Tribunal de Casablanca,1526261000045.0,Societe Anonyme,societe-norsudex-28547, 51 000 000 
FONCIERE CHELLAH, la promotion de l'action de l'etat dans le domaine de l'habitat social a usage locatif l'acquisition l'exploitation et l'administration etc," 59, Rue Melouiya, Quartier De Agdal",Agdal Riyad (AR),33.99756 : -6.84783,24861.0,Tribunal de Rabat,1534307000083.0,Societe Anonyme,societe-fonciere-chellah-15691, 2 711 000 000 
CANANGA," l'achat, vente, la transformation et le conditionnement de tous produits alimentaires, l'import et export.", Lot B1 Ndeg 99 Zi Tassila,Dcheira El Jihadia (M),30.369555 : -9.528348,6031.0,Tribunal de Inzegane,1460667000057.0,Societe a Responsabilite Limitee,societe-cananga-143352, 12 134 200 
GADIMAT, import et negoce de bois et commerce de materiaux de construction, 70.200 Rue De L'hopital Bp 283 80350,Inezgane (M),30.352866 : -9.532174,617.0,Tribunal de Agadir,1611687000009.0,Societe Anonyme,societe-gadimat-30815, 45 000 000 
TRAINVEST," travaux divers, travaux de voiries et location de materiel du btp", Lot Al Afak Ndeg463 Appt 1,Marrakech,31.642558 : -8.113425,33839.0,Tribunal de Marrakech,195268000005.0,Societe a Responsabilite Limitee a Associe Unique,societe-trainvest-222582, 50 000 000 
ALEQ (ALEQ)," travaux d'installation electrique : electricite generale, climatisation, cablage telephonique et eclairage public - travaux de genie civil : voirie, assainissement et equipement en eau potable"," 10, Rue El Yamama Escaliers B, Appt. Ndeg10",Rabat,34.01491 : -6.837134,57541.0,Tribunal de Rabat,1677207000055.0,Societe a Responsabilite Limitee a Associe Unique,societe-aleq-104836, 50 000 000 
PERLA, agence immobiliere, Route D'el Jadida N303 Appt 551.,Casablanca,33.5664 : -7.64446,67749.0,Tribunal de Casablanca,1665601000010.0,Societe a Responsabilite Limitee,societe-societe-immobiliere-perla-46707, 5 000 000 
BUSINESS SUPPORT SERVICES MAROC (B2S MAROC ), telecommunications, Tour Atlas Place Zellaqa,Casablanca,33.596751 : -7.609072,131571.0,Tribunal de Casablanca,1524435000071.0,Societe Anonyme,societe-business-support-services-maroc-146954, 1 800 000 
YAMENO," la realisation, le developpement, la commercialisation et la promotion de projets immobiliers au maroc."," Parc D'activites Oukacha, 2, Boulevard Moulay Slimane, Ain Sebaa",Ain-Sebaa (AR),33.6181 : -7.54599,317799.0,Tribunal de Casablanca,1632402000006.0,Societe Anonyme,societe-yameno-424148, 253 620 000 
FELGAR (FELGAR), - la commercialisation des semences et des plantes agriculture et exploitation des domaines agricoles," Lotissement Al Maghrib Al Jadid, Residence Le Printemps, 3degetage Ndeg11.",Larache (M),35.168216 : -6.139078,287.0,Tribunal de Larache,1538464000073.0,Societe a Responsabilite Limitee,societe-felgar-3416, 1 600 000 
ZIZ DISTRIBUTION, station de service - commerce de carburants, Km 7 Route De Rabat Ain Sebaa,Ain-Sebaa (AR),33.609434 : -7.519515,83701.0,Tribunal de Casablanca,1529951000034.0,Societe a Responsabilite Limitee,societe-ziz-distribution-82350, 7 000 000 
MCIMA," l'achat. la vente. la representation la distribution, l'importation. l'exportation. ainsi que toutes activites commerciales ponant sur tous articles, produits, pieces, accessoires et toutes fournitures informatiques (logiciels, produits hardware, microprocesseurs, supports magnetiques, programmes, . . . ) ainsi que tout materiel necessaire a la realisation de l'activite su - citee ; - toutes prestations de services se rattachant a la distribution de materiels informatiques et services en ligne ainsi que la maintenance technique portant sur l'ensemble des produits distribues par la societe et la formation des techniciens et utilisateurs . - l'exploitation et la commercialisation des licences, des droits de marques, des autorisations, de savoir faire et des droits de propriete industrielle : - l'acquisition par tous les moyens de droits sur les marques, labels ou brevets pouvant permettre ou favoriser l'exploitation, l'achat la vente, la location et l'echange de tous biens et droits , - l'acquisition, la construction, la prise a bail, l'equipement et l'exploitation de tout immeuble pouvant servir a l'exercice e'm des activites de la societe ; - la participation directe ou indirecte de la societe dans toutes operations commerciales pouvant se rattacher a l'un des objets precites par voie d'apport, souscription. achat de titres ou de droits sociaux, fusion, association, en participation ou autrement : et generalement, toutes operations industrielles, commerciales, financieres, mobilieres ou immobilieres pouvant se rattacher directement ou indirectement, en totalite ou en partie, l'objet social ou susceptible de permettre la realisation ou le developpement des activites de la societe, location des biens immobiliers."," Marina, Boulevard Sidi Mohammed Ben Abdellah, Crystal 3, Immeuble A4-d, 1er Etage",Casablanca,33.58694440000001 : -7.6111111000000164,194685.0,Tribunal de Casablanca,191659000060.0,Societe a Responsabilite Limitee a Associe Unique,societe-mcima-238373, 1 759 800 
